day,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
64,36.800,61.563,98.542,43.008,76.175,63.529,66.021,30.925,34.833,38.463,37.829,40.446,110.713,96.871,45.617,46.875,127.250,32.146,28.113,29.375,34.800,42.451,40.804,18.675,35.646,41.150,95.950,88.971,53.546,80.796,57.733,14.896,27.421,27.083,33.733,16.238,44.033,22.654,37.217,40.058,23.475,45.933,34.592,33.896,65.042,30.750,40.263,70.238,47.008,37.675,26.304,39.113,38.721,22.447
65,34.871,62.371,94.117,36.663,80.604,65.013,61.813,21.375,37.638,42.892,28.947,48.865,108.292,107.863,37.104,46.908,132.433,25.913,30.317,29.788,37.383,47.597,38.588,20.708,35.842,47.554,100.346,81.888,36.421,73.917,59.879,21.338,27.604,27.413,34.250,22.250,55.479,23.779,42.188,37.396,26.408,53.121,42.771,31.675,82.183,29.983,45.067,80.104,46.708,37.558,34.038,41.054,37.033,22.089
66,32.038,61.179,96.513,40.340,85.079,64.738,58.717,25.946,51.067,40.246,41.174,51.392,101.133,89.981,55.367,68.976,132.138,33.538,24.650,27.258,37.267,38.992,41.429,22.400,37.633,45.250,96.760,72.608,34.225,70.638,78.934,19.342,27.867,35.854,31.521,21.242,48.854,27.854,33.900,37.238,23.588,53.846,34.321,24.183,101.304,27.417,50.704,86.854,47.150,35.629,29.683,41.892,34.271,22.953
67,40.279,56.313,104.167,39.054,78.754,66.867,57.483,28.500,54.529,57.802,66.375,23.083,96.225,98.746,37.808,37.975,148.633,34.963,32.513,29.663,38.946,34.267,41.067,25.996,39.846,42.754,100.867,83.654,30.933,72.567,70.087,20.867,28.638,28.629,26.200,24.783,56.469,27.217,32.450,35.430,22.075,50.746,36.725,30.808,87.142,25.939,50.958,80.958,48.325,32.646,33.350,39.021,36.058,23.184
68,46.875,55.125,100.483,38.221,76.175,78.246,59.754,24.813,62.117,61.952,41.175,25.696,101.029,110.879,43.025,30.446,166.458,33.900,29.363,36.708,31.629,25.625,40.250,27.933,24.425,43.179,84.946,87.554,66.613,76.883,63.296,27.863,22.142,34.221,32.967,17.950,51.125,32.517,27.896,32.742,30.308,52.233,34.363,27.183,82.596,24.279,58.081,92.654,55.558,38.608,32.886,43.163,28.988,23.674
69,42.479,50.888,98.450,40.904,77.813,88.375,58.813,32.008,58.944,71.496,31.050,31.825,113.929,103.204,48.381,25.242,167.840,44.446,29.321,45.225,37.442,24.329,30.600,24.742,20.367,48.788,104.517,93.296,29.275,79.833,52.388,27.579,20.263,38.100,30.892,27.579,55.767,32.871,30.013,30.650,22.179,47.000,35.617,21.643,110.596,27.933,56.875,125.158,55.746,26.165,33.904,43.708,34.046,26.637
70,40.746,55.621,97.667,37.375,79.129,77.354,56.954,24.388,62.763,61.875,41.259,36.938,115.125,113.646,50.675,48.813,149.908,37.638,33.054,67.113,33.133,35.678,37.800,26.217,23.375,42.583,107.379,94.563,32.679,66.038,49.138,21.042,24.763,43.167,28.421,16.654,47.221,33.796,31.279,36.129,25.213,60.058,40.446,28.113,126.788,28.708,56.363,146.913,58.617,39.633,35.467,37.146,32.458,31.463
71,39.963,69.925,108.079,41.213,79.963,79.446,64.567,26.646,61.192,52.948,43.395,33.583,120.376,138.731,52.046,42.400,152.929,34.892,39.313,76.642,42.279,32.567,38.500,24.296,25.529,45.133,102.500,104.900,41.704,72.988,55.550,23.233,47.583,54.892,39.654,18.383,48.942,39.596,34.094,34.779,24.433,60.763,34.087,25.975,107.717,26.104,60.508,138.509,58.288,32.300,28.704,39.521,30.313,31.361
72,38.946,70.792,113.050,48.108,79.808,78.717,63.829,20.888,63.404,56.400,36.617,35.817,123.614,118.767,76.563,38.846,145.033,30.163,29.421,66.392,49.071,22.971,33.400,29.033,26.775,50.388,114.975,87.308,31.988,74.954,50.433,27.217,41.875,72.629,38.517,19.550,49.671,49.675,37.604,36.875,20.300,35.261,46.921,30.079,85.046,26.242,57.521,133.596,55.417,34.067,30.279,37.158,32.400,26.094
73,37.200,66.054,120.508,39.138,84.154,76.804,61.513,23.046,63.425,30.663,42.704,32.629,127.942,119.269,67.504,43.865,148.508,37.983,24.054,70.496,37.063,24.388,33.400,28.675,25.613,50.892,119.263,89.833,37.633,75.746,56.779,31.221,40.638,61.717,36.454,25.508,53.658,56.933,39.983,32.421,20.048,56.904,51.333,33.625,77.146,29.738,54.026,136.442,61.242,37.642,34.438,36.804,34.521,22.700
74,43.083,47.029,156.050,35.200,83.038,71.350,60.383,33.013,48.788,45.338,28.892,26.338,118.408,127.638,71.392,39.717,139.940,46.700,27.488,68.333,37.063,30.988,36.200,32.600,30.392,42.683,120.994,68.673,40.250,89.517,50.842,27.538,34.013,58.229,31.671,23.096,68.467,55.842,40.121,26.792,25.300,60.825,52.800,33.383,78.638,25.254,60.929,153.404,64.808,40.942,30.329,40.583,38.317,27.500
75,56.367,59.217,165.208,29.754,82.696,65.842,63.858,31.629,61.665,65.513,23.696,27.371,109.688,120.017,78.704,29.617,134.342,43.508,28.025,56.750,42.717,33.033,37.000,36.096,28.654,52.329,115.754,85.385,48.054,87.167,49.379,33.100,32.463,62.554,45.129,27.763,44.854,45.817,33.175,27.746,23.225,55.063,51.717,34.688,74.517,37.513,59.825,176.808,63.967,33.938,26.583,37.958,48.504,28.617
76,72.079,61.154,159.392,32.571,90.246,71.063,64.521,22.921,65.746,62.263,18.733,36.429,118.604,117.025,90.663,30.583,128.104,42.717,33.300,58.283,32.650,23.996,36.800,37.996,39.729,55.846,121.183,97.946,46.008,80.558,52.138,27.371,20.425,58.592,42.971,18.950,34.875,46.421,36.175,36.308,16.296,75.567,62.479,36.067,72.513,42.471,54.454,193.767,53.625,41.417,29.779,37.200,48.754,25.250
77,53.238,59.708,149.238,27.746,105.608,63.546,57.783,21.050,65.175,51.254,34.375,50.742,112.123,111.942,103.654,43.621,143.229,42.604,32.400,58.913,26.850,31.217,45.600,34.308,39.363,54.329,121.113,101.617,42.525,87.729,53.767,24.250,30.667,58.329,34.413,24.463,57.663,43.954,41.254,32.904,20.592,75.454,63.663,39.083,72.592,47.204,54.271,164.388,67.592,41.296,28.600,39.317,48.100,28.533
78,49.946,58.421,154.288,31.592,106.925,56.550,63.733,22.483,61.579,66.388,40.246,43.004,110.300,112.875,99.104,48.863,123.204,37.217,16.321,59.529,27.229,29.296,45.700,49.571,36.354,56.921,118.900,115.225,44.179,86.083,51.583,26.904,32.708,55.729,43.692,23.954,41.017,52.825,39.421,30.921,29.186,73.158,55.538,40.217,67.988,53.313,57.463,189.829,61.308,41.142,27.596,50.246,45.013,30.739
79,47.792,58.250,179.771,28.108,105.558,56.725,73.592,16.721,36.423,54.154,38.400,44.106,92.950,101.400,101.088,45.746,117.702,48.517,15.221,60.821,41.317,31.846,46.000,68.321,37.458,53.529,109.638,126.183,49.658,86.525,48.704,38.054,29.479,48.729,47.371,26.158,41.117,54.071,37.938,31.354,23.108,70.017,68.192,33.892,64.408,54.508,57.196,179.271,61.046,43.200,27.163,50.329,47.892,27.517
80,45.146,57.725,168.450,32.883,105.363,59.204,88.296,29.529,61.471,70.354,32.171,38.008,104.250,100.083,94.946,64.531,109.858,41.129,12.658,60.825,46.201,16.871,41.200,70.775,33.508,61.271,108.550,141.242,43.000,105.325,54.167,33.667,28.046,38.867,45.750,23.583,64.979,64.242,40.079,37.867,24.475,72.783,66.046,29.088,66.900,49.050,56.513,190.888,60.300,50.425,27.438,51.096,42.638,31.754
81,42.108,58.900,156.950,35.104,101.800,75.654,74.021,28.188,80.771,70.054,40.658,28.963,105.617,101.246,86.854,53.546,98.502,31.658,18.292,64.763,54.450,31.613,38.900,77.379,33.350,58.246,118.500,137.796,47.975,110.533,47.300,38.000,25.379,39.117,47.608,24.292,30.938,54.908,34.904,44.204,29.779,61.733,72.679,37.708,55.421,45.383,57.033,181.658,57.604,61.900,25.683,44.192,34.500,28.829
82,40.721,59.442,141.675,28.550,100.046,73.383,64.200,22.583,85.246,64.971,36.828,41.213,95.277,103.621,96.254,47.883,90.596,41.954,26.775,66.263,43.850,21.652,35.600,73.833,28.317,58.288,108.825,133.596,51.825,123.529,47.892,29.425,32.375,48.296,52.588,27.167,42.017,66.138,34.104,39.317,34.183,67.604,69.221,36.438,57.633,45.892,57.942,181.800,69.796,63.442,33.392,36.263,38.129,24.833
83,42.742,69.746,138.288,26.575,94.017,65.175,168.787,24.438,77.425,49.988,26.234,34.919,76.900,90.525,131.054,48.738,92.871,41.471,31.117,62.196,45.929,17.833,32.700,77.163,28.442,60.638,113.413,136.242,60.992,111.725,48.813,30.067,31.821,59.263,68.554,21.704,49.171,45.017,30.396,47.575,33.417,76.317,71.292,31.833,49.129,47.113,66.792,168.704,69.683,58.608,34.075,38.271,37.000,35.288
84,41.321,80.146,143.521,23.933,95.083,53.617,164.229,19.492,74.196,44.188,34.092,33.515,85.467,77.913,111.738,53.142,97.194,29.629,21.704,60.271,38.663,30.708,12.100,92.404,33.300,51.438,110.317,130.017,73.204,115.917,57.025,28.192,48.258,52.129,39.113,17.000,50.129,43.250,33.154,49.508,25.833,77.904,70.004,30.925,50.879,50.938,68.400,167.388,61.583,73.304,38.267,35.017,42.058,32.171
85,40.779,82.242,154.896,40.221,96.725,52.140,154.794,19.154,74.363,56.004,46.196,45.845,95.017,81.975,114.325,58.858,104.865,32.104,31.738,61.827,45.302,24.483,11.600,91.417,24.329,53.438,109.800,126.479,74.938,120.900,56.129,37.679,55.725,55.917,57.281,24.817,50.177,63.421,40.850,47.879,27.975,74.450,71.408,31.358,54.100,59.508,70.796,165.671,64.813,63.167,42.642,42.567,44.896,26.704
86,40.763,89.021,143.713,33.533,94.713,59.700,145.358,12.517,76.454,62.333,46.879,42.909,87.521,88.260,111.113,50.867,100.933,30.771,13.846,72.013,37.658,27.133,8.500,93.408,21.463,38.500,101.208,131.740,86.585,124.696,53.350,47.898,58.304,64.925,63.667,25.771,67.758,61.746,41.754,39.046,28.200,75.129,77.104,24.583,57.358,52.704,65.025,161.429,58.083,79.442,42.075,40.733,52.058,
87,32.617,93.542,132.421,25.297,97.088,61.496,135.923,22.558,80.117,52.877,45.031,31.896,79.792,81.450,111.333,44.794,103.721,34.329,14.983,73.692,37.962,26.410,5.900,89.288,26.467,40.521,84.817,141.696,62.708,122.842,50.367,43.413,63.954,51.675,51.867,40.688,64.517,56.488,33.542,38.004,21.371,71.571,92.858,25.833,71.317,58.867,63.496,150.196,60.996,79.721,38.446,39.096,55.033,
88,34.633,86.796,122.613,25.851,104.592,69.304,126.487,29.242,82.738,79.208,38.963,44.208,84.004,77.525,105.338,38.371,102.585,29.250,29.683,69.021,41.225,22.554,5.000,84.983,17.104,38.454,83.913,136.438,62.379,114.392,56.733,43.442,64.583,48.929,50.908,51.879,66.829,53.417,46.538,47.458,30.967,73.858,86.750,35.704,63.988,57.029,59.367,142.979,60.138,76.771,39.354,38.963,55.333,
89,40.521,83.271,110.125,35.563,106.300,61.583,117.051,29.942,97.138,60.850,34.142,44.292,82.683,73.226,103.296,44.246,113.606,30.046,30.588,75.179,45.019,18.967,5.900,78.613,24.296,40.175,83.650,125.560,57.527,106.746,61.204,46.350,60.363,45.954,49.200,44.800,66.004,55.213,42.525,44.827,33.621,82.233,87.733,36.000,87.700,62.738,57.779,150.563,63.025,76.754,33.817,39.117,54.183,
90,40.388,82.915,114.779,28.371,110.117,66.258,107.616,31.442,90.321,66.592,19.271,47.154,84.398,79.056,95.098,50.179,109.367,25.083,27.279,75.121,27.750,19.288,6.200,70.250,25.513,50.000,81.696,122.921,61.663,104.125,53.796,43.013,59.204,48.669,49.521,41.158,65.871,51.233,52.808,50.806,34.604,99.658,89.663,45.571,72.913,61.542,55.538,168.521,63.596,80.204,32.933,43.183,53.558,
91,39.821,93.683,114.083,30.296,116.446,54.992,98.180,28.375,94.246,51.885,27.083,42.071,74.777,80.604,106.425,54.958,105.188,25.338,28.604,74.931,31.465,24.463,6.300,63.221,25.750,54.158,82.108,115.000,44.954,84.913,56.921,24.357,73.021,59.963,51.596,31.683,69.425,39.392,42.571,51.367,31.258,113.296,115.767,49.813,73.100,46.704,55.383,162.379,59.921,64.400,40.367,37.792,55.413,
92,42.246,97.458,109.600,31.150,122.792,44.504,80.417,19.754,114.729,55.007,47.042,36.904,93.798,93.913,86.042,67.604,101.571,26.629,30.092,64.443,37.246,29.638,13.600,62.317,28.163,49.391,79.500,95.117,54.246,86.754,60.258,39.729,73.800,76.829,53.758,39.183,71.722,51.363,41.979,56.883,39.475,122.350,119.546,55.079,66.650,80.500,56.879,150.833,59.600,62.842,42.521,49.700,48.146,
93,37.825,97.267,110.875,34.392,118.421,46.513,82.092,10.763,117.696,59.069,38.513,33.825,79.119,86.971,101.058,72.458,112.456,26.825,24.583,58.863,43.121,24.688,21.300,68.738,29.174,39.138,86.775,95.577,56.058,93.279,52.004,42.108,62.013,56.800,48.188,34.357,78.596,42.240,39.179,62.842,34.383,132.000,113.000,55.179,64.350,57.925,59.254,150.063,61.717,58.229,39.004,51.525,44.733,
94,44.842,91.421,108.500,27.204,113.458,53.524,81.517,17.963,94.238,67.656,29.075,49.831,84.846,91.473,96.646,82.375,113.473,28.221,21.535,69.954,44.358,28.646,26.100,71.048,37.658,41.688,93.742,97.092,57.188,80.241,65.396,38.171,51.388,68.479,38.667,33.571,76.929,37.904,44.246,54.367,32.888,117.992,104.475,58.208,67.354,55.146,62.733,146.604,67.350,67.888,34.725,49.054,39.546,
95,37.375,101.746,113.396,34.333,109.138,55.908,74.979,23.975,93.025,35.181,30.408,40.448,95.504,95.354,96.196,84.833,96.371,28.296,32.925,58.375,50.483,32.213,30.500,82.888,32.258,41.646,97.346,89.496,60.065,77.221,57.427,40.675,52.071,77.842,43.283,40.788,94.404,35.463,40.300,61.258,25.713,128.729,102.204,63.388,70.100,52.850,64.517,140.325,72.646,73.267,33.146,52.663,42.204,
96,36.363,97.858,104.767,28.233,122.150,65.692,79.067,23.421,80.667,54.725,23.088,30.117,86.397,93.738,92.167,76.333,96.950,29.525,33.708,69.713,56.383,35.371,38.200,92.558,34.700,42.175,97.767,88.209,70.008,71.404,75.258,41.996,63.758,76.022,42.779,40.117,115.213,31.621,43.775,64.767,28.967,132.688,102.104,73.425,68.000,47.683,67.229,138.858,74.475,79.000,39.683,51.813,39.129,
97,39.192,103.600,111.204,29.525,122.700,49.504,91.750,24.771,78.283,37.008,12.000,39.167,97.550,73.533,93.925,66.213,100.442,40.358,33.775,67.258,43.813,32.104,34.300,84.542,35.650,46.679,99.521,86.233,74.592,71.883,90.588,28.700,66.113,60.542,57.075,37.983,134.579,35.475,45.304,66.046,24.150,122.488,102.858,73.233,73.417,47.408,63.713,134.029,85.204,82.950,39.442,53.138,35.038,
98,45.125,118.479,117.446,25.867,117.975,68.021,100.113,26.954,72.388,42.754,27.208,37.863,88.851,72.933,93.733,70.943,95.058,39.200,30.533,78.975,44.458,43.529,24.700,78.279,35.429,53.783,85.313,93.779,58.704,71.808,83.604,25.458,66.433,57.908,48.229,34.192,123.088,37.088,44.621,61.221,24.042,111.600,96.613,77.017,71.613,47.742,65.404,140.888,103.513,113.450,38.075,53.683,35.833,
99,43.679,116.254,129.525,33.329,123.817,57.310,100.708,24.656,66.121,63.100,38.250,41.319,57.723,74.333,92.954,94.928,98.108,36.317,32.258,80.713,50.610,39.671,32.700,76.425,35.508,60.163,70.250,82.975,57.167,70.633,81.358,37.325,69.992,53.800,53.421,40.321,128.746,45.475,46.575,79.383,26.346,108.867,93.167,70.633,69.454,43.217,66.792,145.296,111.408,151.050,43.713,51.433,35.025,
100,40.683,118.146,124.917,35.192,135.033,60.763,128.858,37.446,69.075,67.219,25.733,34.692,64.004,78.313,101.288,84.256,99.246,42.829,34.258,85.842,47.833,36.428,35.100,77.242,33.688,62.725,112.088,89.308,56.379,72.404,77.629,36.192,73.350,60.758,55.379,42.771,127.779,51.075,43.571,79.233,29.067,107.754,88.929,59.288,83.217,44.838,69.425,136.617,107.938,197.229,46.733,46.358,38.150,
101,50.221,131.258,118.442,30.313,131.142,66.008,139.992,35.883,67.229,69.483,46.404,23.833,63.175,82.313,101.175,101.083,106.208,36.863,25.613,88.800,47.304,36.710,35.700,70.496,30.413,75.892,124.617,84.996,59.004,68.675,74.396,25.233,76.025,61.521,53.513,51.383,124.850,46.821,44.675,78.300,24.083,98.721,89.333,62.308,80.942,44.317,80.750,120.838,102.721,160.179,47.825,47.658,40.196,
102,54.629,125.271,112.775,30.946,135.100,67.629,144.779,38.100,70.688,55.910,44.148,18.888,91.658,64.398,100.267,103.177,100.800,36.963,29.683,59.293,44.900,26.671,27.700,69.513,44.604,60.946,148.238,79.871,54.804,73.100,82.242,27.329,68.917,67.296,49.779,47.988,125.713,46.604,44.433,80.896,24.175,104.146,93.058,59.833,84.429,42.379,88.008,133.471,108.829,133.767,53.117,45.438,36.350,
103,51.404,116.725,106.354,33.338,135.013,64.742,150.829,36.488,63.150,56.958,38.233,29.771,95.452,78.356,101.746,110.552,93.671,44.338,30.025,68.432,42.150,29.667,32.400,66.263,51.596,63.658,149.054,78.621,54.921,75.829,81.175,30.608,75.050,74.063,46.679,36.925,124.238,49.088,44.233,83.679,27.029,98.829,98.029,56.696,83.750,39.558,92.404,141.363,113.288,122.088,54.571,44.167,34.608,
104,53.196,113.121,107.854,28.813,130.329,71.567,152.992,31.985,68.058,58.094,15.808,35.946,114.504,83.408,98.238,94.954,99.400,35.704,30.317,79.363,42.363,20.292,37.900,63.700,50.017,74.483,146.363,80.129,57.596,78.013,92.492,30.458,88.946,78.858,57.150,37.600,130.363,45.921,40.213,91.021,27.533,95.329,108.283,61.713,83.463,42.317,96.342,130.379,103.413,109.992,54.133,38.575,32.400,
105,58.700,119.258,100.879,29.254,120.688,80.346,145.750,36.106,55.088,59.404,29.769,35.179,119.588,76.302,99.308,101.900,83.702,32.754,39.933,82.000,50.629,27.183,37.600,60.883,37.963,79.838,138.608,81.513,55.192,82.538,99.725,25.858,119.883,83.442,58.179,39.792,139.700,42.667,55.517,88.550,32.221,89.100,106.704,56.342,79.758,40.771,100.071,126.346,102.246,111.100,57.792,40.842,36.054,
106,53.646,129.338,96.463,38.567,120.592,86.688,144.350,28.921,67.229,51.846,45.944,30.946,104.617,97.572,106.438,111.275,88.623,33.917,51.648,95.633,61.075,38.175,42.900,60.654,34.188,76.246,127.685,89.483,55.604,79.354,103.850,26.600,111.542,76.042,67.496,35.233,151.604,48.242,64.000,78.679,31.404,79.083,100.458,50.317,70.267,38.379,102.592,117.650,103.463,107.821,48.642,41.896,38.821,
107,55.296,126.852,93.204,36.121,123.858,90.767,143.267,21.783,63.460,39.996,47.756,32.175,97.804,88.876,105.163,112.192,95.117,37.054,59.071,94.779,64.338,32.583,36.800,62.363,34.429,78.229,105.715,102.546,56.629,81.400,103.458,29.550,98.583,70.808,57.865,38.325,149.175,47.238,61.667,79.854,32.833,86.925,95.300,53.308,72.463,40.479,98.733,114.592,106.263,103.625,50.263,40.458,38.763,
108,50.125,119.846,100.588,38.646,126.192,86.763,132.879,28.217,64.029,66.979,49.098,23.104,117.550,80.180,126.800,112.963,93.538,42.850,60.167,93.479,63.788,28.775,39.000,63.367,39.729,64.142,109.156,109.488,54.996,84.792,91.054,34.925,85.833,68.704,51.621,43.388,145.250,41.217,59.346,79.908,37.538,92.950,96.183,44.479,74.038,42.304,90.800,120.542,101.600,100.858,51.204,37.946,38.554,
109,49.400,118.504,91.792,36.288,126.667,86.638,121.550,34.504,65.825,60.902,62.021,26.783,103.521,71.484,132.267,120.992,81.794,46.079,64.833,92.125,65.300,30.217,45.900,71.717,50.104,60.617,116.354,120.875,51.079,95.038,96.575,32.396,81.654,65.325,51.671,44.233,137.221,47.042,62.292,79.888,43.296,102.071,96.746,46.738,68.225,42.833,89.154,122.583,97.000,106.633,46.317,42.142,35.442,
110,49.654,111.908,90.379,40.519,133.154,81.829,118.963,28.898,73.404,67.431,63.467,35.292,102.196,62.788,140.696,105.588,90.733,44.954,70.404,97.183,64.338,24.929,46.800,63.450,57.854,74.408,112.717,151.963,57.308,113.221,96.858,33.513,74.833,61.967,48.204,44.221,136.188,45.221,62.425,85.733,46.304,101.792,101.000,48.754,72.375,47.133,88.817,123.513,93.058,117.704,48.192,46.008,38.150,
111,52.921,102.513,93.596,36.929,135.950,82.692,108.858,30.850,66.088,54.150,58.517,55.383,109.658,54.092,137.138,107.110,92.292,39.775,65.783,104.175,65.804,26.138,48.300,64.092,69.108,68.538,110.013,176.675,65.950,122.038,100.475,37.138,69.458,62.792,46.154,42.946,112.431,48.875,65.879,100.317,49.500,106.096,99.000,53.663,70.392,43.725,86.800,129.546,87.596,149.779,49.133,42.992,38.271,
112,51.246,106.400,92.958,36.954,136.275,89.313,115.663,19.654,64.492,52.629,72.838,55.796,126.225,50.699,141.279,88.094,84.381,40.704,60.783,112.679,67.850,30.704,58.800,64.354,74.442,62.633,95.013,176.567,61.621,117.942,101.813,34.063,63.267,70.108,45.021,39.350,114.696,41.467,67.767,113.429,61.988,102.317,103.613,58.250,81.071,48.467,96.642,122.929,84.113,157.113,48.850,41.329,39.521,
113,46.750,112.021,73.675,40.854,129.433,103.238,110.313,18.554,60.113,66.562,71.656,65.633,102.196,42.996,134.971,75.896,93.742,39.117,65.346,112.163,75.333,37.956,48.400,61.504,84.042,51.192,88.096,168.354,68.629,113.250,105.779,35.217,74.400,72.100,44.708,40.717,114.383,42.083,57.429,134.063,74.146,97.396,108.988,48.496,72.921,54.904,101.592,118.571,88.929,154.179,51.313,40.796,39.604,
114,54.004,128.721,66.390,37.873,119.213,102.325,110.450,19.209,64.796,76.239,96.958,75.450,109.821,65.842,131.550,78.667,114.229,39.846,61.783,104.863,73.633,49.210,55.900,63.654,80.983,53.292,102.046,182.004,83.488,102.479,109.067,31.842,70.354,80.158,42.258,41.242,127.817,46.425,49.621,135.196,67.129,95.629,122.283,46.304,76.008,52.117,110.825,119.000,90.379,148.233,60.538,41.488,36.125,
115,41.358,131.474,67.746,33.583,124.338,104.017,110.346,39.517,61.063,54.805,89.700,86.725,120.148,88.687,134.950,75.579,116.190,55.071,51.621,107.979,74.344,45.463,49.300,64.333,78.025,63.446,147.946,164.417,93.785,104.188,106.708,36.700,62.704,79.563,40.238,45.763,132.638,45.417,54.192,114.338,60.271,91.025,136.029,44.758,81.575,54.350,124.954,126.879,91.267,163.600,72.904,43.154,34.683,
116,47.391,116.433,75.850,37.450,148.533,106.029,114.482,48.958,63.354,61.129,77.977,85.983,124.533,111.767,133.592,83.233,104.621,52.558,50.208,103.050,67.179,48.517,49.600,68.263,67.842,64.938,150.454,158.567,88.538,108.600,100.204,41.413,58.863,79.775,42.238,50.867,130.088,50.146,60.096,103.913,53.688,93.425,158.013,48.379,79.208,52.654,118.746,129.425,91.342,148.717,69.988,44.021,37.892,
117,46.654,99.621,82.067,37.754,160.821,111.406,117.542,53.704,75.529,51.688,97.100,88.429,115.446,110.938,132.421,66.096,97.339,58.488,54.633,90.415,59.829,65.271,47.200,70.754,67.308,72.650,134.229,151.450,80.608,117.300,91.500,48.083,59.250,79.963,41.942,52.300,124.913,53.688,53.050,96.288,51.554,91.704,159.450,52.188,62.046,45.867,106.571,133.071,93.492,150.696,72.383,42.188,42.104,
118,44.838,89.983,86.388,38.983,161.592,104.083,114.238,50.775,116.596,62.771,98.670,95.988,124.596,102.729,126.796,57.978,91.150,62.530,46.229,91.654,50.750,58.904,44.800,67.629,67.666,73.917,132.621,169.450,82.258,119.713,90.131,58.171,56.929,78.258,44.925,54.825,123.708,52.604,58.063,86.975,54.746,91.104,177.896,51.021,75.775,50.721,102.321,130.525,97.475,134.038,76.013,42.146,42.233,
119,43.671,111.633,93.588,35.104,155.879,104.958,114.046,51.008,113.058,72.104,104.313,91.200,125.188,95.813,120.304,66.713,96.571,76.828,37.754,80.229,74.958,56.508,47.200,66.846,74.786,82.079,116.788,175.479,81.138,99.860,87.548,58.896,61.017,71.104,51.871,54.767,123.321,58.979,54.458,84.479,57.871,88.321,168.838,62.338,79.379,44.767,100.871,124.254,112.079,133.442,82.713,41.846,47.771,
120,48.408,132.975,102.875,40.508,151.592,99.092,94.363,55.246,109.468,77.846,114.383,98.038,119.392,99.429,112.943,82.342,90.696,93.902,40.154,79.463,62.042,58.171,49.500,70.096,80.877,85.317,103.588,169.804,85.638,97.921,99.925,56.838,47.669,72.983,55.500,54.092,135.063,69.021,65.317,78.567,59.413,87.479,145.463,63.979,68.138,50.338,93.038,114.917,114.846,118.179,87.233,47.979,40.579,
121,49.829,135.200,107.204,42.044,154.854,82.554,93.467,56.679,107.433,84.029,123.050,93.688,126.167,102.683,115.750,83.513,86.679,98.063,43.725,93.100,60.879,56.496,55.500,86.188,77.163,80.367,99.671,164.679,94.321,94.592,85.446,68.371,62.133,71.758,52.796,54.100,152.008,83.288,71.721,75.196,64.833,86.750,127.704,62.183,65.013,49.663,90.304,121.383,104.346,112.271,92.183,59.946,39.954,
122,46.850,142.871,105.042,43.642,159.746,107.563,96.683,52.642,117.392,79.521,120.038,118.238,121.954,113.302,105.713,74.404,85.863,91.533,49.792,86.792,56.208,59.258,78.600,79.313,76.396,84.275,97.692,153.842,97.067,101.988,89.317,60.867,68.938,65.167,49.258,47.667,143.283,82.275,66.629,73.525,55.283,80.229,129.513,58.808,72.617,53.988,82.088,115.808,87.396,104.713,112.254,73.221,41.983,
123,46.625,159.783,99.713,40.463,158.983,101.688,108.413,53.450,107.138,76.342,103.163,125.742,122.281,109.483,102.004,89.842,82.050,88.888,48.825,85.083,60.242,59.492,79.400,81.754,72.710,90.404,94.442,131.013,106.204,98.175,88.150,57.600,66.775,66.413,50.983,48.096,130.617,91.696,61.650,73.608,59.908,82.871,123.283,52.238,77.296,51.842,82.542,108.617,95.971,101.221,112.150,71.929,42.813,
124,46.346,185.363,89.567,37.942,151.996,102.592,120.871,65.050,113.729,89.408,101.479,129.552,126.354,113.363,97.983,86.646,85.208,85.773,45.067,88.567,63.708,59.742,74.100,98.363,76.738,98.179,95.500,132.550,115.385,106.521,94.877,51.575,83.570,61.850,60.750,48.104,125.908,86.083,62.567,83.542,59.871,85.725,114.858,56.738,87.654,53.300,82.975,105.183,85.688,102.946,99.554,69.888,46.554,
125,58.163,206.579,88.158,39.746,150.038,103.888,125.667,57.713,114.967,78.679,102.650,113.969,130.654,113.315,93.867,93.929,101.333,63.442,48.538,102.183,61.233,52.304,72.800,107.379,76.942,97.904,96.650,133.694,119.096,95.617,93.683,52.554,74.367,63.313,70.638,59.592,115.508,79.821,63.000,84.146,53.917,86.304,110.658,53.583,99.571,61.283,79.938,118.121,95.579,101.475,106.158,64.783,50.688,
126,77.921,217.958,88.271,52.554,148.313,101.846,143.125,45.500,104.221,112.908,119.900,92.979,130.713,116.398,98.388,110.983,112.754,74.763,74.300,97.433,59.971,40.950,74.800,103.608,79.044,96.583,89.321,133.417,120.308,94.718,96.521,45.179,69.042,75.317,77.696,64.388,116.088,69.950,71.588,104.500,51.388,84.913,98.050,61.900,101.654,65.008,90.454,140.896,105.942,108.688,89.475,62.842,60.183,
127,94.642,201.771,98.483,40.923,163.058,89.125,141.313,37.858,98.733,114.175,115.558,87.467,121.442,122.725,123.144,83.840,102.979,90.517,80.727,103.742,77.217,53.296,74.500,107.429,77.179,115.142,79.021,144.967,122.242,85.334,92.513,45.625,69.908,69.154,85.325,79.279,118.804,65.858,81.296,104.029,51.163,84.279,94.008,67.938,91.775,64.458,96.913,160.183,133.488,101.263,86.196,65.946,98.808,
