day,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
252,17.821,28.488,32.708,19.858,20.167,23.502,27.433,33.617,12.867,40.071,15.867,23.717,28.204,39.688,43.525,46.400,35.521,30.258,20.921,14.708,38.863,28.121,29.600,12.538,21.967,12.888,24.896,21.696,28.175,13.833,22.800,24.400,13.825,25.342,17.717,22.108,15.758,20.421,15.096,23.588,25.325,13.571,43.908,22.683,22.438,27.433,22.008,19.600,25.921,22.004,20.446,24.192,18.792,21.139,
253,20.833,41.413,30.150,21.554,18.208,22.300,33.013,30.229,6.567,15.650,18.138,25.538,32.177,35.675,49.623,35.363,34.063,33.863,29.025,20.429,35.267,25.008,30.183,15.113,25.154,12.875,26.600,20.933,29.663,25.463,23.325,22.229,13.088,22.346,20.467,26.079,21.163,24.875,22.113,25.913,21.663,28.146,39.821,27.592,25.042,21.596,18.713,20.479,22.367,23.029,21.804,19.996,15.171,22.311,
254,23.083,36.663,28.742,24.238,25.629,24.233,36.358,23.473,6.938,18.696,20.088,23.842,32.915,33.413,32.525,38.938,39.917,34.254,28.521,22.400,30.963,29.842,34.542,15.871,22.825,11.317,24.288,26.188,29.208,34.983,23.542,14.529,13.929,22.471,21.825,28.096,21.863,23.604,23.163,26.113,31.154,32.113,28.654,28.088,23.563,23.338,20.200,14.221,29.096,25.000,24.233,22.025,17.729,16.933,
255,20.075,30.746,27.596,24.267,24.513,26.696,15.885,16.846,12.400,30.363,20.263,24.754,32.510,22.792,31.146,35.713,40.392,39.033,29.204,21.371,27.042,29.875,33.333,22.371,20.496,12.367,24.750,25.325,30.113,30.050,18.221,15.708,14.033,19.683,16.704,28.950,22.117,27.529,25.229,21.479,28.250,20.604,42.833,28.558,23.429,27.004,19.208,18.604,26.104,24.283,30.371,24.346,15.046,21.539,
256,19.079,29.821,24.175,22.267,23.529,30.275,10.430,23.683,16.350,36.233,24.113,27.796,9.656,23.938,31.767,40.754,42.392,40.763,27.350,26.704,26.925,29.729,30.067,22.392,18.233,11.600,26.996,15.121,31.300,30.892,21.683,17.463,16.254,21.400,23.750,22.329,18.521,21.000,17.463,19.663,20.129,34.188,37.167,25.421,21.688,25.263,15.967,15.958,20.338,24.588,23.967,21.338,19.888,24.389,
257,20.796,26.096,26.363,21.979,28.775,21.463,29.198,32.625,14.138,38.013,23.413,25.463,23.308,33.771,37.167,41.800,35.304,41.083,33.008,17.383,35.767,31.725,32.908,23.096,12.350,13.196,29.188,15.483,30.738,29.163,26.404,26.150,14.917,26.025,21.521,22.008,13.658,15.508,17.071,17.208,23.433,25.167,41.542,26.754,20.692,26.838,23.321,21.671,22.300,19.471,26.683,26.408,20.829,23.650,
258,18.925,26.529,24.158,22.700,27.471,25.179,29.589,31.329,19.088,41.592,16.229,27.213,24.331,35.525,34.663,38.879,35.050,27.408,28.200,16.129,28.863,28.904,34.471,21.208,13.613,12.608,27.254,19.567,34.613,29.500,23.996,24.900,15.346,15.363,21.833,37.154,13.725,14.225,18.513,16.467,30.488,27.504,41.067,23.171,18.525,22.742,22.538,23.721,30.346,23.579,24.204,22.421,16.229,25.556,
259,18.004,26.979,24.688,27.821,22.246,29.263,35.832,29.900,21.458,39.629,16.029,36.800,25.923,41.496,34.979,37.842,37.038,27.038,22.250,18.096,25.138,21.304,37.600,23.850,13.421,11.800,26.746,17.842,44.200,27.988,23.967,24.063,14.288,19.817,19.538,37.788,14.558,16.504,17.592,15.046,26.625,28.388,43.558,18.558,19.508,17.017,27.933,22.025,29.467,23.000,25.904,17.342,21.242,17.711,
260,17.675,26.404,21.271,30.167,25.163,26.779,34.950,34.767,14.704,37.679,17.663,22.938,34.346,37.063,34.508,31.163,35.275,41.071,24.294,20.646,27.742,26.842,36.602,23.158,13.054,12.983,23.983,15.908,46.446,39.200,23.925,26.746,14.517,24.650,18.588,35.242,14.592,16.842,17.638,16.738,25.775,26.592,41.775,23.000,14.846,17.454,21.733,33.350,32.263,23.188,21.063,22.008,18.129,25.667,
261,20.921,27.304,25.471,25.071,23.708,29.713,36.171,32.583,6.821,33.158,16.896,25.390,26.471,32.404,30.125,35.521,31.500,51.254,26.600,20.492,25.242,25.917,32.821,22.796,15.892,12.925,24.858,22.267,47.125,29.900,21.975,20.888,13.879,19.746,16.871,36.942,12.471,17.771,16.383,17.629,15.379,21.279,38.563,28.496,18.450,20.875,23.442,18.096,36.367,25.933,28.617,23.054,17.071,15.188,
262,21.342,26.467,25.321,27.233,28.463,29.092,38.783,34.354,13.221,43.196,14.938,32.315,24.288,35.733,28.100,40.875,39.154,39.329,28.321,13.658,26.125,24.613,30.546,22.825,17.808,12.900,26.783,29.700,41.746,31.183,16.904,24.563,14.004,16.771,20.858,28.792,14.638,19.954,15.979,24.083,12.663,23.133,40.054,22.775,25.758,21.825,20.758,15.371,29.338,23.063,25.617,23.729,17.029,16.483,
263,21.329,23.883,23.288,35.979,28.875,28.633,37.821,34.108,11.771,35.833,21.688,24.563,20.079,34.929,34.429,39.369,44.871,44.808,22.179,18.092,26.500,26.121,30.833,23.742,12.646,12.308,30.096,29.196,39.950,34.175,16.758,30.658,11.850,21.717,22.067,26.158,14.192,23.875,16.813,20.796,14.713,15.808,31.971,22.488,25.750,17.921,16.196,24.054,28.213,26.033,28.242,20.492,17.392,26.106,
264,18.529,25.504,23.067,31.108,28.760,27.963,37.167,40.688,11.588,41.888,34.675,31.667,22.829,36.904,35.158,37.388,37.029,40.879,23.233,22.213,28.125,21.346,30.242,19.254,18.042,11.417,28.000,30.988,46.446,29.192,29.167,27.742,13.692,17.300,19.954,25.638,15.371,27.121,15.454,13.438,16.679,15.029,35.933,21.346,12.638,12.454,16.729,19.450,28.433,18.104,25.983,23.554,20.729,22.283,
265,20.933,23.804,26.192,31.575,23.304,25.896,39.258,34.554,16.530,42.800,21.179,24.654,30.242,37.817,39.442,39.604,28.021,33.308,25.267,19.204,32.896,22.921,25.400,13.150,17.763,14.654,27.542,28.513,40.554,24.975,22.300,27.792,13.704,17.188,21.529,24.588,16.075,35.521,14.738,12.267,22.021,14.671,28.721,15.979,12.338,17.625,17.642,18.913,25.554,21.650,25.446,24.221,18.817,20.233,
266,18.750,30.700,27.917,25.554,23.396,33.129,31.004,31.717,15.746,36.704,14.154,27.458,33.925,38.808,34.733,34.038,39.371,38.088,20.921,24.021,27.642,28.450,28.538,13.558,15.033,17.471,24.550,27.329,39.417,27.629,23.038,23.892,14.308,18.942,21.488,21.500,18.867,17.496,15.463,14.513,18.346,21.938,30.917,14.754,13.058,23.292,15.508,15.588,22.125,21.108,27.200,20.446,22.396,16.933,
267,23.375,32.279,25.075,24.600,25.263,26.179,32.096,23.863,17.846,24.371,20.871,42.263,27.508,38.596,33.933,31.121,32.921,45.425,27.188,24.867,25.756,27.146,27.150,12.054,26.746,13.888,27.346,27.158,43.300,29.442,21.858,30.817,13.992,19.671,25.354,23.667,14.925,16.817,20.558,13.671,13.388,22.279,20.254,21.000,16.950,25.879,18.792,13.433,21.400,18.663,26.392,20.613,21.571,18.861,
268,25.654,40.850,23.579,15.908,31.579,28.629,30.663,21.150,13.488,29.246,18.671,41.625,26.800,35.654,34.596,36.733,30.138,41.442,32.529,21.404,29.779,29.408,27.204,12.054,16.125,11.171,28.121,27.825,42.504,27.304,27.700,17.892,13.217,24.633,21.596,24.621,15.883,20.863,19.200,17.775,21.383,13.188,22.050,17.200,17.463,12.146,14.467,15.375,23.138,21.283,27.504,22.813,16.313,17.283,
269,24.042,33.375,21.638,24.542,29.746,30.254,29.921,33.595,20.390,38.748,17.992,32.442,17.925,38.617,34.704,42.083,33.225,34.008,24.283,19.813,27.675,19.358,27.225,12.154,18.100,13.113,28.033,26.971,39.654,30.125,24.563,27.454,18.213,17.767,21.425,24.846,17.125,20.746,16.104,22.550,22.054,13.083,32.400,19.646,18.154,12.196,13.404,12.221,26.079,18.175,25.163,23.192,15.567,19.850,
270,26.225,29.158,20.379,31.096,30.058,31.092,27.125,38.246,27.888,31.921,19.283,25.367,16.171,35.671,35.650,39.129,29.188,30.254,25.842,23.783,29.892,20.167,27.675,17.213,19.200,12.746,26.871,27.663,37.342,26.975,15.629,25.225,15.875,17.979,24.433,21.350,19.971,26.633,14.179,20.258,16.158,24.200,30.225,16.225,20.783,14.988,13.450,20.671,25.442,19.025,19.338,22.250,16.275,23.400,
271,26.275,26.488,24.225,28.192,35.813,30.850,28.188,36.358,27.273,41.838,16.121,36.333,28.808,33.217,34.588,41.588,31.883,31.250,26.933,24.867,28.608,23.629,26.567,17.533,18.008,14.558,27.163,25.608,42.196,22.354,24.950,27.267,16.275,20.375,13.904,21.675,19.913,14.613,13.054,26.083,20.525,21.979,32.900,12.713,23.833,15.363,16.050,16.908,32.150,23.038,25.554,24.796,16.804,14.489,
272,24.204,31.588,24.075,31.671,33.288,28.475,37.556,27.015,25.360,42.033,14.792,33.250,29.463,37.525,34.579,44.733,28.133,42.650,21.792,23.896,30.896,24.179,26.067,16.125,28.683,13.292,26.113,28.896,41.008,28.375,19.775,16.054,13.554,20.783,14.363,19.288,14.921,16.454,13.504,16.875,17.100,29.388,32.779,12.746,19.058,13.871,17.263,17.233,35.513,13.421,24.388,24.250,15.779,13.094,
273,21.367,28.404,24.375,30.038,25.617,32.033,27.052,32.806,25.488,25.925,10.529,29.258,31.179,34.104,32.754,40.313,28.046,40.317,23.317,25.121,29.900,23.879,26.925,16.917,27.163,11.150,31.421,26.567,39.638,31.296,23.738,16.229,13.938,18.058,16.075,22.633,14.858,16.800,17.433,14.179,17.592,19.321,31.746,15.250,22.571,13.967,15.792,17.088,25.646,19.538,28.658,27.217,15.492,18.533,
274,23.250,26.508,26.850,22.463,32.104,27.996,33.613,43.367,24.458,17.254,15.842,37.108,34.771,33.279,32.846,33.850,29.900,34.033,18.167,24.179,24.596,23.038,23.404,15.321,26.154,13.121,26.300,22.671,41.050,28.988,24.133,15.154,13.729,26.638,17.142,20.658,16.367,15.871,17.629,27.296,22.904,22.979,27.033,22.608,30.129,16.013,16.467,16.650,31.425,16.933,24.042,23.354,17.233,19.700,
275,27.083,25.596,23.663,16.771,29.338,21.588,30.356,36.283,26.150,17.283,24.904,31.975,36.367,20.954,12.513,35.917,29.829,27.154,17.583,21.129,19.950,15.321,19.900,17.567,32.263,12.317,27.254,27.917,38.375,25.608,27.017,18.496,13.013,18.688,19.092,20.017,17.000,20.729,21.333,22.892,18.725,26.867,30.388,26.425,35.208,15.688,13.879,13.029,33.196,19.063,25.517,17.083,15.754,17.900,
276,23.979,26.283,24.492,28.950,27.346,21.692,31.698,27.850,30.988,26.804,22.656,27.829,24.183,29.571,17.279,27.888,26.971,33.963,12.838,15.242,22.392,18.154,20.971,17.692,27.463,11.263,26.733,23.138,39.679,29.992,24.740,27.808,14.858,20.750,16.588,18.338,21.646,23.388,19.100,25.088,28.217,15.188,33.004,13.167,29.875,19.054,12.263,13.367,35.629,22.108,22.408,21.321,15.992,18.606,
277,26.971,24.754,23.042,31.208,26.375,26.675,28.054,24.971,29.858,33.275,19.304,27.029,14.229,33.667,22.863,34.767,27.988,29.092,14.879,22.388,21.029,16.458,20.213,16.467,26.158,12.704,27.917,27.175,35.450,26.208,22.321,31.817,13.221,20.092,17.558,17.333,23.629,24.025,19.371,23.058,20.838,19.054,31.708,21.775,28.258,16.967,14.733,17.963,30.792,20.488,20.633,20.046,18.271,17.633,
278,26.496,27.929,22.542,37.238,31.204,26.796,22.254,32.538,32.150,28.217,24.546,14.342,26.058,35.171,25.204,32.175,25.129,33.333,19.713,30.438,17.375,18.988,17.117,16.358,29.550,12.763,33.263,24.188,37.646,33.738,27.700,36.767,12.521,19.967,15.513,17.242,17.842,22.471,15.804,16.554,23.154,23.304,29.317,21.438,30.821,17.088,15.675,17.038,33.988,21.646,19.954,14.229,18.346,19.739,
279,24.800,25.117,31.700,38.508,21.746,28.113,25.688,37.588,21.371,23.950,25.700,14.133,29.529,38.433,29.692,34.925,19.350,39.496,17.258,17.458,21.338,20.833,16.108,17.500,27.467,13.463,28.275,25.867,40.988,29.429,27.358,31.746,13.863,22.642,15.667,20.738,21.492,23.588,20.479,19.592,18.346,23.754,32.858,19.225,21.929,21.888,16.488,22.867,31.642,24.125,27.192,19.246,15.283,21.211,
280,21.317,27.283,38.125,26.950,19.717,26.975,32.429,30.660,24.800,16.746,13.779,19.146,22.929,39.963,31.538,26.696,26.408,33.479,17.038,13.054,19.763,20.579,18.379,17.067,24.096,15.650,37.950,24.892,43.050,32.663,27.342,36.963,12.375,14.113,16.992,20.221,19.858,25.958,18.346,16.942,27.725,23.321,30.029,16.392,26.979,17.192,18.538,21.138,21.283,13.592,23.775,23.021,18.367,18.522,
281,23.429,30.108,30.054,22.408,21.721,21.854,34.496,34.300,19.513,14.500,18.146,20.721,24.979,34.225,30.600,23.450,29.654,32.754,17.075,14.021,15.621,21.604,18.608,16.183,30.350,16.479,27.200,24.500,41.471,27.192,28.704,35.754,13.842,18.317,16.054,15.842,27.613,18.242,18.946,23.096,25.867,23.088,31.571,15.892,26.242,17.817,20.913,19.917,26.721,18.783,19.279,20.317,17.150,17.978,
282,24.104,28.700,38.221,19.325,23.429,24.829,32.908,29.658,13.996,23.079,18.442,18.275,32.121,32.658,26.692,31.263,32.571,27.025,20.138,10.867,14.650,28.958,20.382,16.504,29.613,14.433,21.838,24.104,37.342,26.904,26.296,33.629,12.513,20.533,15.408,19.883,14.917,24.746,22.158,18.271,30.771,22.238,32.150,17.550,27.021,18.325,18.413,19.071,26.133,15.271,26.325,17.808,15.521,20.633,
283,24.633,38.013,35.404,33.125,19.683,23.838,37.808,20.571,23.283,26.950,16.113,24.654,26.592,34.538,25.300,33.700,23.250,40.750,18.046,11.146,19.108,23.842,20.544,15.971,18.950,14.488,27.108,25.642,38.442,33.442,31.829,24.358,13.125,18.963,16.663,13.850,18.967,21.596,22.071,23.300,20.892,18.554,31.500,16.329,27.975,18.379,14.933,21.975,19.954,18.900,27.442,20.700,16.438,12.517,
284,29.292,22.746,43.238,31.263,25.475,26.258,34.838,23.133,24.783,29.088,18.079,23.775,16.429,44.163,31.896,32.033,26.875,35.279,15.800,14.421,20.804,20.421,18.446,15.763,23.496,17.288,29.546,24.554,39.154,29.813,25.058,15.442,14.746,22.038,17.638,14.929,16.088,24.692,25.846,27.088,23.596,21.742,22.433,18.613,25.921,15.596,13.550,23.896,24.583,19.654,28.204,17.467,15.808,18.389,
285,29.529,27.488,39.625,32.529,21.892,20.492,31.196,38.988,21.467,30.342,17.638,19.350,16.563,36.679,23.479,31.917,26.713,34.071,18.533,16.179,19.200,19.696,16.875,16.104,24.167,17.788,21.767,26.088,41.829,28.954,26.225,14.071,15.854,17.279,15.033,19.196,13.929,23.783,15.933,19.238,27.267,23.404,28.417,19.992,25.308,18.450,14.038,20.792,12.388,16.425,23.433,16.958,16.417,15.889,
286,29.171,27.042,33.667,40.021,20.296,15.817,34.933,32.267,26.125,30.138,18.263,16.667,29.773,30.513,32.304,30.375,22.183,31.204,19.588,17.583,18.017,16.913,16.192,16.388,26.888,20.283,27.200,25.004,39.908,28.450,25.267,14.442,15.304,14.483,14.508,12.808,15.467,22.929,20.629,21.067,27.921,14.746,25.454,14.179,21.992,19.038,14.858,20.779,21.696,13.396,19.858,16.788,16.192,17.106,
287,23.767,23.933,34.629,43.254,15.413,29.400,32.471,35.300,21.517,18.613,9.142,20.350,41.870,33.533,33.188,29.004,20.663,32.213,16.283,16.992,17.042,18.063,19.021,16.300,25.479,19.525,31.633,24.304,44.225,29.921,28.283,18.625,14.771,14.338,14.667,21.388,18.025,16.908,18.179,25.321,25.083,17.992,20.817,12.679,28.046,17.150,23.233,25.946,19.367,18.850,20.692,18.679,15.329,17.433,
288,28.021,25.067,32.213,32.596,27.763,28.775,30.125,33.442,21.256,15.463,25.042,23.879,43.992,32.333,32.654,40.117,28.629,32.675,15.783,14.600,17.371,17.733,15.788,15.625,32.404,22.054,26.629,22.313,44.975,29.388,27.375,21.142,19.242,14.688,16.279,14.404,13.463,12.346,18.033,20.492,30.158,21.954,30.058,12.317,19.075,14.292,14.617,28.017,16.554,19.800,20.083,21.963,15.217,17.317,
289,25.338,32.196,30.504,32.275,27.446,29.433,34.658,38.525,14.083,15.525,25.649,20.688,26.288,33.804,27.408,41.096,27.696,29.896,25.708,14.188,20.692,19.225,19.279,15.750,30.025,28.763,26.342,21.538,46.021,31.633,28.138,23.563,18.667,15.000,16.133,18.129,17.271,20.529,14.696,16.117,23.863,13.304,27.075,17.646,26.842,16.333,12.833,22.829,21.750,19.396,22.167,28.058,12.575,15.556,
290,24.721,28.508,26.954,37.046,28.988,26.638,28.908,29.829,28.396,18.817,12.783,27.963,22.950,34.604,25.758,34.958,29.950,30.117,16.138,17.425,24.958,17.954,17.417,18.350,26.175,23.483,29.579,20.833,46.592,28.900,25.429,27.433,18.650,16.071,15.333,16.146,18.125,14.446,18.621,16.333,14.438,14.829,32.138,12.088,21.271,17.542,13.921,25.533,16.913,18.046,18.958,19.354,14.888,13.839,
291,25.754,27.813,32.433,32.617,29.879,28.517,23.708,24.442,26.179,26.275,16.783,22.192,18.563,36.967,34.563,37.046,34.725,29.358,11.692,15.925,19.504,20.817,17.275,15.638,22.833,27.175,32.783,27.704,41.792,31.363,22.000,26.063,15.408,15.813,15.871,20.446,15.379,14.621,19.896,17.813,13.213,22.096,25.796,23.029,13.708,15.992,12.233,20.313,21.275,22.971,16.313,16.438,14.271,13.522,
292,22.783,27.579,37.258,39.042,18.483,28.342,25.155,36.938,23.050,28.775,13.846,27.775,25.852,35.621,38.071,33.050,27.746,31.688,21.575,16.000,18.083,23.154,17.079,16.354,23.850,22.488,33.554,27.171,43.683,20.138,21.258,19.146,14.992,14.417,14.233,14.933,14.817,17.229,13.258,12.396,22.933,14.854,24.196,21.150,19.663,17.004,13.454,19.842,18.575,18.163,13.038,20.321,16.154,17.061,
293,22.621,30.413,35.475,37.333,22.117,24.892,23.340,31.802,20.146,27.704,19.358,21.883,28.675,32.692,38.233,27.646,24.650,35.525,17.033,23.296,22.650,19.479,18.150,17.854,19.808,14.150,36.104,26.646,20.929,17.383,21.717,18.863,15.633,17.321,16.221,17.483,16.038,14.783,15.492,21.733,21.404,18.658,23.488,19.263,23.779,18.767,18.842,23.946,19.929,13.392,16.288,21.438,15.138,14.017,
294,20.604,34.096,25.158,28.654,24.638,29.229,25.343,49.310,25.783,22.771,25.754,24.258,32.308,40.783,43.513,36.408,35.546,31.458,20.404,19.138,21.763,20.825,16.483,16.271,22.246,25.433,30.038,15.692,20.271,18.108,21.988,17.167,16.350,15.388,16.538,19.013,25.488,25.008,20.817,20.146,20.204,13.467,26.163,13.154,21.979,13.254,16.071,13.233,24.175,13.521,21.104,23.604,14.163,16.317,
295,23.725,31.025,35.208,33.171,31.221,28.217,31.317,34.663,13.525,18.892,30.000,21.550,27.802,37.792,44.958,45.179,37.208,32.408,15.871,19.421,20.279,20.708,16.983,19.429,16.725,21.921,32.163,22.038,28.104,17.579,24.475,19.275,18.088,16.154,18.383,17.308,16.175,16.938,24.713,28.550,20.513,18.892,26.542,17.692,17.879,15.900,15.742,20.138,12.542,13.404,16.142,25.721,14.367,13.528,
296,24.508,33.750,34.338,29.004,20.604,28.121,43.813,33.217,8.529,26.904,28.475,32.404,25.808,28.471,39.096,46.213,32.150,29.979,19.821,19.154,23.442,21.763,17.771,17.996,21.179,15.396,28.446,18.267,23.100,19.246,16.158,20.775,14.558,15.167,15.971,18.179,13.783,16.858,24.558,25.375,22.500,16.888,23.233,21.617,17.783,17.917,17.504,20.696,25.567,22.304,24.796,25.183,12.492,15.433,
297,22.725,30.892,36.517,35.150,26.525,28.421,47.902,20.521,16.906,31.779,17.633,27.104,16.967,27.283,36.413,34.233,24.658,36.358,13.642,16.450,26.704,21.496,17.717,13.313,13.700,16.533,29.204,21.300,22.833,19.171,25.246,24.621,17.367,16.779,17.925,20.133,15.283,17.883,19.354,21.808,12.825,15.400,26.654,17.763,15.825,20.813,16.567,21.567,24.604,15.871,21.904,20.067,15.758,25.494,
298,24.342,33.691,35.354,37.421,13.458,28.788,43.560,16.079,22.958,32.821,24.350,31.658,12.692,36.233,38.742,38.229,27.863,32.775,11.592,18.288,20.288,18.929,18.663,17.138,18.288,16.158,32.458,19.013,21.425,20.396,19.208,17.183,18.150,17.400,14.158,18.996,15.413,17.458,21.292,21.442,16.779,20.400,23.983,22.146,15.433,18.504,16.938,22.688,16.175,18.721,16.217,20.854,19.525,23.444,
299,24.870,34.933,37.467,38.629,22.088,26.733,40.927,18.383,21.104,15.613,29.050,21.221,24.483,38.783,40.888,37.288,33.425,32.713,18.838,18.733,24.113,20.592,14.913,14.783,20.004,15.850,30.283,18.638,24.908,21.263,23.563,24.908,17.821,16.346,15.612,24.829,14.658,14.117,24.296,15.117,16.242,19.825,27.188,16.196,18.892,17.888,19.463,23.488,22.125,15.729,21.683,16.513,20.738,19.944,
300,23.146,34.921,39.221,36.692,20.108,26.274,47.049,24.577,25.817,22.108,20.296,19.604,33.942,40.850,31.875,48.715,29.692,36.008,21.625,17.896,21.613,19.383,12.054,15.113,15.875,16.683,32.304,21.200,24.438,18.300,21.479,23.196,16.583,14.220,13.992,16.325,17.163,17.283,16.871,11.733,19.346,20.504,25.683,16.983,13.933,21.725,16.871,18.638,23.679,16.025,17.767,22.921,18.638,21.556,
301,25.683,32.104,34.633,32.096,22.448,32.158,30.917,26.604,30.538,20.638,22.222,27.063,26.054,42.358,40.704,53.487,34.692,37.571,19.775,21.129,26.700,18.946,16.458,14.008,16.438,18.467,30.821,19.096,21.288,18.546,22.633,16.992,18.604,14.713,14.700,17.292,14.479,18.192,12.704,11.817,22.367,20.125,18.279,16.763,16.483,18.088,15.908,22.204,22.788,15.475,18.958,18.738,14.221,20.617,
302,24.879,28.275,40.538,31.175,26.917,30.740,31.033,30.450,26.471,14.443,37.733,27.950,36.079,47.017,46.675,45.508,38.054,34.896,20.625,32.838,24.021,21.029,24.942,14.871,17.671,16.425,26.100,19.517,24.221,20.379,24.900,23.271,16.613,17.813,15.279,17.671,16.104,14.780,20.321,11.896,21.288,17.504,24.688,21.129,19.671,21.800,12.621,22.929,18.179,17.679,20.092,21.613,18.438,19.967,
303,25.900,24.467,35.725,32.761,22.258,38.983,36.006,37.804,28.483,23.125,36.479,32.267,27.238,45.013,38.713,47.404,31.888,32.221,17.604,22.842,24.238,20.796,17.571,14.500,20.358,18.425,22.029,20.304,25.583,18.913,27.863,23.450,17.271,18.542,15.658,17.617,15.784,20.283,19.188,11.829,18.350,18.996,25.658,22.121,16.683,20.196,15.400,25.400,21.688,21.867,21.346,16.113,20.875,19.038,
304,24.146,25.933,35.278,33.858,25.721,36.825,52.208,27.567,32.113,27.921,27.413,27.929,19.300,45.925,30.625,45.042,32.096,35.567,17.858,11.592,24.975,19.142,19.675,13.983,17.833,21.379,24.108,20.308,38.942,19.025,25.696,21.363,25.046,15.963,18.125,18.542,16.792,17.138,16.875,11.871,12.413,17.942,23.500,30.058,16.792,18.517,18.204,25.758,19.533,25.508,25.488,20.408,15.358,14.306,
305,22.617,27.571,36.204,35.133,32.217,26.096,32.969,18.878,29.071,21.638,27.500,28.758,13.213,50.021,42.038,36.663,32.338,34.429,18.346,10.975,27.171,19.821,15.500,17.408,20.517,19.125,26.221,16.700,44.525,18.563,25.600,22.375,19.108,13.925,19.467,19.612,17.679,27.867,16.442,11.804,17.629,24.242,24.950,28.246,15.321,18.963,18.424,22.488,22.013,19.921,17.596,18.946,19.883,12.459,
306,22.013,27.725,40.446,29.075,35.133,30.917,34.488,21.454,25.267,20.108,38.369,16.908,16.258,55.146,37.054,46.071,32.142,31.183,19.921,12.113,26.388,19.842,12.063,15.133,17.196,20.004,25.475,20.425,38.704,19.333,16.842,19.863,29.196,15.021,13.933,21.017,16.388,15.413,18.983,11.813,23.633,19.733,28.533,27.975,17.200,19.636,27.408,30.000,19.433,14.513,14.992,17.784,19.158,13.435,
307,23.846,29.917,39.071,31.221,32.333,27.433,29.877,29.579,22.175,29.563,19.158,14.054,23.663,41.546,36.058,44.421,27.463,36.679,20.225,12.242,27.317,19.663,11.688,18.367,16.454,23.708,28.021,17.375,33.296,18.867,31.154,20.017,24.008,14.088,14.450,17.342,21.371,12.663,15.779,11.892,25.163,18.163,18.567,22.613,18.264,22.779,20.717,29.625,23.467,29.454,15.676,19.096,18.283,19.267,
308,23.367,27.304,41.181,27.325,28.638,28.700,42.121,28.750,26.433,22.146,10.746,19.913,31.738,29.617,43.442,44.475,31.929,35.417,19.042,17.029,13.979,22.908,18.375,18.188,18.313,17.838,24.304,17.033,26.663,19.833,20.038,22.171,24.933,14.679,16.638,20.529,20.183,12.896,15.640,11.913,12.950,23.321,23.746,25.742,20.067,21.538,21.371,25.171,17.567,30.028,21.471,19.750,13.575,23.835,
309,26.008,36.054,33.704,23.221,30.746,29.029,42.258,29.721,21.300,20.471,17.663,28.883,30.396,32.383,45.296,40.588,35.733,34.300,22.679,21.792,13.779,18.679,20.213,18.388,19.013,16.650,23.833,18.342,31.888,19.583,20.383,20.046,19.283,15.721,15.163,19.642,18.763,12.846,19.788,15.471,20.546,25.242,27.754,24.813,24.096,22.154,21.133,28.192,20.548,24.271,15.346,19.900,23.204,34.088,
310,23.396,27.492,36.121,24.833,23.563,27.725,42.788,29.917,15.017,34.908,24.667,29.875,22.117,34.175,47.433,43.175,35.358,32.971,20.471,18.683,16.238,27.004,17.713,17.729,17.408,16.771,17.571,21.154,28.504,22.104,24.654,21.188,20.179,14.288,14.917,20.321,16.429,18.958,12.604,20.600,20.392,15.179,28.033,16.313,18.788,18.679,19.883,22.833,22.975,26.367,17.913,21.350,15.179,30.233,
311,26.267,27.379,35.350,28.967,21.633,42.700,51.588,31.367,26.929,30.304,24.408,25.508,18.767,37.367,48.490,49.358,33.733,33.154,18.879,16.933,29.513,29.279,14.954,17.754,13.908,16.329,18.763,18.529,27.558,16.446,25.442,23.513,23.800,16.367,14.463,16.892,17.792,29.175,18.850,19.358,18.454,12.283,19.354,25.146,17.900,21.213,18.008,19.816,14.142,26.596,18.354,22.867,18.768,18.811,
312,26.338,29.308,36.321,42.563,22.567,33.063,42.671,31.654,21.333,26.921,22.696,28.825,12.750,40.125,47.604,45.077,34.721,30.967,23.342,24.388,23.342,24.988,16.821,17.942,16.892,16.742,17.650,18.625,29.296,20.496,23.879,20.875,16.938,17.533,15.038,19.333,19.263,60.563,18.367,17.604,16.988,19.804,23.817,20.817,14.213,21.738,12.413,25.704,24.200,25.317,19.767,15.454,18.863,15.217,
313,24.096,28.000,40.454,42.008,27.792,33.550,43.817,32.942,26.942,29.304,24.713,27.438,17.933,40.425,45.792,48.925,28.125,30.263,22.992,25.417,25.775,23.904,17.692,17.813,23.025,17.583,15.029,16.617,30.929,19.667,25.329,20.029,17.442,16.671,13.742,20.071,17.158,51.304,17.150,12.938,27.679,24.788,26.692,22.792,21.533,16.592,19.371,24.538,22.108,21.721,13.233,21.700,17.692,15.428,
314,24.496,28.571,33.671,38.271,28.096,31.579,44.342,28.125,21.588,32.167,16.096,35.258,23.538,36.679,40.179,39.021,32.479,40.675,22.529,25.508,27.975,21.879,16.717,19.763,14.171,19.050,20.517,19.400,28.433,20.963,22.221,21.554,17.621,17.646,13.867,17.775,26.679,40.133,17.692,22.225,14.883,19.408,20.350,24.879,19.650,25.142,16.367,20.071,21.354,20.533,17.933,21.658,14.867,16.055,
