day,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
63,,37.429,64.417,93.033,43.663,76.750,69.829,65.042,27.577,51.708,26.679,26.367,48.188,110.817,93.250,53.317,44.892,128.221,28.425,28.304,23.042,31.192,30.704,38.888,23.567,34.775,47.538,91.675,91.388,31.617,107.783,57.681,12.967,26.496,29.854,35.613,14.858,49.438,26.229,38.450,54.338,19.879,60.992,37.667,41.758,65.629,38.271,34.842,67.250,49.558,36.242,25.379,39.504,55.971,22.639
64,,39.479,65.450,106.758,44.975,74.242,65.546,63.321,31.327,35.854,43.198,34.896,41.517,109.388,98.521,47.933,50.833,124.246,33.217,29.188,30.450,36.513,47.384,42.533,19.933,37.788,42.508,94.383,99.342,60.704,85.129,64.208,14.746,29.433,27.829,33.996,14.850,46.092,20.871,41.471,46.992,22.988,50.250,37.792,37.596,68.704,32.283,41.067,73.521,47.442,39.075,27.092,39.688,42.163,21.637
65,,42.200,65.538,95.788,38.183,78.483,64.325,61.238,15.613,40.096,45.271,27.810,50.710,114.467,108.213,42.433,43.560,132.888,30.296,32.267,31.471,39.783,58.026,37.667,25.579,36.521,51.971,104.313,86.413,37.833,79.163,60.938,21.221,28.267,27.183,37.829,22.817,61.204,28.492,46.804,39.317,28.921,55.804,43.608,32.821,87.146,31.067,45.929,83.275,48.492,36.733,35.133,43.221,41.342,22.353
66,,32.754,62.817,97.383,40.806,80.458,65.263,58.788,26.829,49.558,65.390,40.430,37.000,101.742,92.738,48.888,51.104,131.329,36.183,25.154,33.025,38.896,38.321,40.242,25.746,37.733,47.454,100.367,82.213,34.929,77.708,63.646,20.433,28.750,38.496,33.075,21.283,48.258,28.333,34.863,39.070,24.688,57.683,37.763,25.546,111.358,31.842,51.363,88.746,48.000,38.021,29.458,43.942,35.425,23.184
67,,36.838,60.713,105.992,40.325,86.763,65.921,55.546,29.738,63.142,68.683,50.229,24.667,93.485,101.320,40.592,40.029,142.385,37.508,33.608,35.567,41.723,37.729,39.754,29.346,42.067,45.421,103.100,84.913,32.204,77.608,67.594,20.913,30.946,31.013,27.317,25.742,61.835,28.213,33.350,36.230,24.100,56.071,38.721,33.933,96.150,25.617,52.450,83.908,50.658,33.579,32.688,41.121,38.175,23.505
68,,51.096,53.125,103.688,38.367,80.667,75.900,58.929,25.821,64.550,60.441,40.521,29.525,83.296,113.928,44.842,32.171,162.617,36.163,31.317,39.529,33.038,34.331,41.000,31.667,26.175,49.392,88.425,101.808,75.392,80.608,70.688,28.875,22.988,36.388,34.421,17.888,50.083,36.238,30.708,36.538,31.325,57.700,36.704,31.054,89.526,24.954,62.133,99.550,56.417,39.658,32.383,45.192,32.842,23.758
69,,49.892,56.650,99.508,41.588,79.200,86.379,57.179,23.667,63.313,65.858,30.604,31.200,107.446,99.115,51.808,26.304,167.192,45.508,31.838,51.282,38.888,27.052,27.100,26.571,21.771,50.950,104.917,101.517,28.575,84.921,52.642,29.604,20.088,39.050,32.688,29.858,54.813,37.117,32.370,31.742,23.408,50.104,37.846,23.035,118.892,29.175,60.708,126.563,63.008,26.865,32.721,45.146,31.563,27.232
70,,47.563,57.713,98.471,38.621,78.246,75.954,52.967,23.042,62.458,68.954,42.640,37.063,114.733,113.517,52.054,50.200,153.029,39.892,34.321,74.021,34.567,29.496,35.800,28.925,24.400,45.704,107.950,103.246,38.042,72.196,52.463,21.538,27.567,46.133,30.567,15.938,51.004,36.248,33.792,39.188,27.529,67.533,43.413,30.604,141.825,27.708,56.629,161.288,65.522,40.533,35.200,38.954,35.967,31.800
71,,44.450,71.525,105.875,43.817,77.154,76.258,62.792,28.283,62.650,55.533,41.677,34.242,120.063,138.396,53.863,43.158,152.396,34.929,41.450,71.586,45.879,39.172,39.400,26.583,25.525,48.196,105.758,113.067,42.238,77.554,57.483,24.650,49.389,57.258,42.238,18.579,50.179,45.604,35.333,36.821,24.967,67.992,37.343,27.142,120.400,32.456,62.454,146.517,61.838,33.508,29.117,41.938,30.629,31.394
72,,40.604,75.038,113.654,48.458,78.317,74.967,62.825,25.117,66.892,60.571,38.644,37.017,121.771,110.254,80.696,39.358,144.579,31.071,29.350,73.246,63.360,27.472,32.800,32.458,26.933,52.742,113.767,102.590,33.288,81.608,55.413,28.167,48.582,78.675,42.608,18.879,48.858,54.975,42.417,37.829,21.900,42.817,48.867,33.608,92.275,26.692,58.008,142.892,64.121,34.167,30.379,37.363,30.417,28.028
73,,37.925,74.363,115.450,41.942,86.467,73.883,61.171,16.558,63.996,37.921,32.673,33.975,131.583,113.029,69.879,48.013,151.404,36.538,25.254,74.950,44.086,28.221,33.500,30.317,25.588,53.038,122.313,97.273,39.875,81.817,60.513,32.983,46.950,67.508,39.042,26.367,57.438,63.758,43.750,33.796,22.096,61.717,58.592,36.171,85.788,30.658,54.935,147.067,65.958,39.542,34.904,38.883,35.633,23.244
74,,41.892,52.679,166.713,35.550,86.458,70.488,58.446,35.046,56.300,46.268,31.362,26.771,120.040,126.313,76.771,38.075,138.775,45.300,29.838,74.992,37.519,35.961,37.000,34.800,30.142,44.763,125.946,96.688,41.967,93.646,52.850,27.958,36.188,61.675,32.017,25.350,77.096,61.788,44.942,30.371,26.146,68.663,57.092,35.596,83.492,26.700,63.117,162.388,71.396,42.638,31.454,40.504,40.142,28.261
75,,60.888,66.642,170.479,30.388,86.725,64.388,62.596,29.404,59.321,78.568,23.233,28.463,122.483,121.617,87.563,32.113,135.550,42.058,27.463,60.050,46.233,27.177,35.700,40.054,28.563,54.996,122.379,92.965,48.629,94.442,54.860,34.571,36.858,67.188,48.633,30.038,45.708,52.717,34.175,31.558,22.950,60.921,57.275,37.571,74.246,37.413,66.375,198.213,64.579,33.208,27.258,40.313,49.904,28.567
76,,68.575,68.192,163.933,34.860,88.321,68.704,63.733,22.883,65.558,72.253,18.742,37.083,120.721,116.650,94.210,33.121,129.463,42.304,34.783,60.338,34.346,20.996,37.200,39.842,39.208,59.750,126.213,108.702,50.221,84.646,52.321,29.388,22.021,64.063,46.317,20.721,32.579,46.858,40.658,42.433,19.213,88.029,68.283,40.092,78.646,43.713,54.188,214.425,55.042,45.158,30.921,38.063,49.000,27.556
77,,57.275,61.225,152.671,29.017,103.313,62.792,56.979,17.275,65.188,66.436,36.125,51.825,116.425,106.800,107.154,46.504,147.152,44.113,32.896,61.983,28.350,35.183,43.900,38.033,38.738,59.479,123.429,111.846,44.475,92.175,57.642,24.250,33.575,65.104,37.475,24.613,61.063,46.221,43.417,37.635,19.754,82.583,70.050,45.196,70.721,48.950,57.671,175.367,68.925,38.829,30.492,41.471,48.821,29.456
78,,52.533,57.667,156.063,32.079,108.592,61.650,62.117,22.217,63.321,68.504,47.723,43.929,110.904,110.383,103.863,52.000,124.088,38.433,18.558,65.208,29.038,30.660,43.200,50.129,37.667,58.700,120.650,124.008,44.629,93.933,54.096,30.663,33.413,59.969,48.538,20.063,41.904,55.933,43.421,33.304,29.950,81.713,63.121,42.463,73.754,54.788,60.275,202.929,67.338,42.200,27.725,52.600,49.892,31.356
79,,51.696,61.329,182.625,28.283,108.654,60.200,70.713,17.854,43.292,62.667,21.075,47.227,92.808,98.900,104.917,51.296,121.346,51.900,15.267,62.335,42.342,32.038,46.700,70.433,38.213,56.875,111.417,132.367,53.108,87.913,51.917,36.954,31.258,53.854,51.438,25.029,40.567,56.950,40.867,34.642,23.567,78.125,74.046,36.633,70.950,55.838,57.488,195.042,61.617,47.971,28.042,51.192,47.554,26.444
80,,45.921,60.733,168.631,32.808,109.750,63.238,84.613,28.300,55.813,68.625,7.337,37.683,100.946,99.158,101.458,68.963,106.854,39.179,12.429,63.658,46.075,16.638,40.700,74.738,33.513,65.742,107.304,151.383,45.363,114.825,56.313,34.633,34.292,40.483,47.417,24.654,71.738,70.213,43.438,40.754,25.342,81.225,71.842,33.938,71.025,51.917,57.808,203.350,63.167,51.246,28.296,51.829,45.217,34.158
81,,45.646,61.175,157.583,35.104,103.475,69.417,72.475,26.856,79.471,75.979,34.432,28.775,103.558,101.454,88.854,57.354,100.721,30.596,20.075,66.513,58.096,35.267,44.500,81.038,35.933,64.321,118.675,149.396,51.013,115.788,51.146,40.654,27.113,43.942,49.225,26.033,26.504,56.863,37.083,46.908,29.904,73.467,79.654,37.975,58.908,47.663,59.929,192.846,61.013,66.038,25.921,46.896,33.704,28.158
82,,44.900,62.804,141.271,29.729,101.104,72.088,67.804,27.690,83.429,65.163,38.190,42.896,99.658,103.146,95.138,52.800,96.179,43.588,27.458,68.408,44.613,21.200,38.400,73.925,28.192,61.096,109.958,144.775,53.954,130.479,48.604,29.908,36.646,50.421,56.579,26.138,42.440,72.352,39.133,45.394,38.621,78.546,76.613,41.104,59.021,47.988,59.688,196.283,69.825,68.113,34.421,38.333,38.563,25.379
83,,40.167,68.996,136.121,26.329,93.717,66.571,72.783,21.738,82.754,58.971,25.850,35.458,84.888,89.331,134.971,53.142,95.904,41.613,31.475,67.100,46.700,17.396,35.900,78.429,28.067,64.088,113.071,142.150,63.929,117.000,53.602,31.404,34.396,66.558,69.508,21.696,52.975,48.488,30.429,55.525,34.500,78.938,78.633,32.542,54.796,49.592,70.350,182.879,73.658,64.904,34.604,39.971,40.292,37.729
84,,42.208,80.021,141.642,24.658,94.979,65.614,66.154,17.888,68.017,40.879,33.631,34.309,79.904,73.729,113.438,58.029,94.988,32.192,25.942,61.200,36.175,34.213,12.000,92.392,34.583,57.758,113.817,138.538,79.075,123.154,59.021,28.267,53.713,55.654,43.071,16.629,51.375,45.008,36.288,53.746,26.292,87.913,76.758,36.567,53.013,54.571,73.508,176.583,68.358,77.079,40.629,36.721,40.375,32.804
85,,46.713,84.467,155.179,41.471,96.246,50.365,76.408,15.217,74.133,57.675,48.122,46.104,98.783,80.950,115.608,63.260,100.223,31.667,30.579,65.342,49.246,26.304,12.000,94.313,26.429,59.046,108.813,130.725,77.650,127.913,60.588,39.835,63.313,60.325,63.283,25.579,51.658,67.908,44.958,53.650,25.833,83.138,78.363,30.829,55.408,65.904,74.546,173.621,63.163,68.996,42.125,42.600,47.921,28.913
86,,40.721,88.992,146.517,36.117,95.321,55.504,78.917,11.000,75.008,68.008,66.685,36.779,75.630,91.054,113.204,54.408,98.908,28.567,17.371,70.667,40.975,28.675,8.600,91.904,21.763,37.404,108.800,135.508,90.921,133.188,56.942,51.917,63.271,71.567,68.304,26.408,72.954,68.996,44.769,41.796,33.496,77.325,81.542,29.500,58.221,58.408,68.979,168.896,60.650,82.971,42.050,41.117,54.142,
87,,36.938,95.108,131.188,38.704,96.300,58.371,74.450,22.483,80.696,52.719,49.168,34.054,63.133,83.900,114.725,46.946,99.275,35.604,16.929,74.654,35.670,27.129,6.100,89.429,28.250,42.963,93.217,153.792,67.904,132.054,53.038,44.338,67.958,58.108,54.638,42.221,67.304,60.088,34.654,40.646,19.842,82.858,104.817,25.267,76.004,63.371,67.338,159.613,64.475,85.017,40.763,42.404,55.400,
88,,33.542,86.746,119.446,31.442,103.588,65.208,83.325,27.550,84.246,68.581,41.567,48.467,69.560,73.042,110.821,40.613,107.615,29.454,30.446,69.965,42.612,24.000,7.100,86.000,15.763,38.846,85.792,144.642,69.246,121.754,60.608,46.404,69.513,50.988,53.254,58.083,69.696,58.692,47.946,50.896,32.446,78.742,96.638,38.754,64.675,58.004,60.829,153.621,60.950,82.092,40.971,38.600,58.496,
89,,37.142,84.188,108.483,35.675,108.021,63.950,71.879,26.917,91.658,63.567,36.058,44.671,80.932,75.671,104.050,45.204,107.192,30.367,35.013,74.029,41.320,18.550,6.500,78.513,23.296,41.229,85.358,133.142,57.996,113.808,65.400,52.483,65.975,49.817,51.808,49.371,72.008,59.100,45.096,51.175,32.813,86.500,98.046,37.200,92.533,67.321,62.567,159.908,64.317,78.229,35.471,41.688,56.942,
90,,46.013,83.771,111.846,29.283,111.379,61.913,69.225,30.658,89.713,66.717,21.629,48.179,88.866,84.967,97.929,52.521,117.123,27.092,28.063,88.571,40.679,20.504,6.300,73.350,26.042,53.000,83.788,127.638,64.817,113.029,58.350,42.317,64.075,56.438,52.225,39.150,69.446,56.242,54.008,56.042,39.417,111.913,98.296,48.263,79.471,66.363,57.067,180.192,68.567,81.813,33.704,45.492,54.700,
91,,43.975,93.663,113.158,31.217,118.029,52.883,74.058,27.679,93.533,52.408,26.217,43.942,86.965,82.908,109.042,60.096,98.942,24.200,29.821,79.173,34.185,24.746,6.700,63.508,25.442,58.696,87.692,124.167,50.338,92.092,60.538,25.335,77.313,60.021,57.421,33.000,71.104,36.958,43.858,62.092,31.279,129.533,126.092,53.192,77.296,51.783,60.683,172.596,62.438,71.975,41.208,44.604,57.000,
92,,41.029,94.425,109.825,32.017,127.975,42.569,74.167,18.108,112.275,54.717,51.679,38.925,118.325,90.733,93.300,71.296,101.975,27.067,31.804,67.567,36.681,31.929,13.400,62.217,29.158,53.874,86.738,104.463,57.979,91.579,64.579,41.904,84.708,85.567,60.650,42.346,74.935,59.117,51.467,62.642,43.583,135.271,139.838,59.917,72.588,83.746,57.792,156.133,62.188,66.375,45.692,51.596,48.750,
93,,41.517,96.758,108.063,36.488,120.154,50.863,79.817,11.875,117.688,64.925,40.265,35.921,84.706,86.138,101.115,77.663,115.258,28.500,25.333,64.254,40.250,23.848,21.400,67.058,29.648,40.175,90.917,99.546,59.242,99.942,53.830,44.146,67.433,53.513,50.883,36.070,87.817,46.292,40.567,67.025,34.450,145.433,134.221,57.896,65.196,60.117,63.208,155.792,62.525,58.908,40.208,56.317,45.900,
94,,44.725,89.471,109.450,27.100,117.704,45.017,78.617,15.408,94.821,64.871,29.800,52.646,85.071,88.663,104.404,86.021,115.246,30.146,23.752,70.371,48.311,28.942,27.700,69.791,35.883,44.075,95.267,104.717,60.054,85.900,68.546,41.263,54.050,69.133,40.433,33.850,80.975,38.004,44.954,59.729,32.179,125.238,117.792,60.967,69.571,57.217,65.438,152.475,67.700,66.863,37.917,55.863,43.392,
95,,45.288,100.300,111.517,34.367,108.967,53.233,71.813,27.438,89.538,62.360,35.263,41.513,95.138,88.654,96.729,87.117,98.554,25.939,33.917,59.258,52.467,34.213,33.500,82.029,33.625,43.367,97.079,94.325,61.174,82.483,64.542,43.325,54.892,82.496,48.361,42.346,96.017,37.417,39.725,63.333,26.079,137.933,110.879,67.096,71.571,50.600,67.325,142.917,73.038,72.667,37.742,56.896,46.304,
96,,32.725,95.683,104.613,29.146,118.833,65.108,75.700,22.742,80.942,55.244,25.504,32.679,88.916,93.004,91.567,82.238,97.046,31.442,38.317,71.538,59.875,37.867,39.500,93.017,35.663,41.342,99.521,95.074,76.900,74.767,80.146,45.854,69.954,86.187,43.513,42.117,118.888,32.467,43.492,67.929,29.458,144.413,109.146,75.513,67.233,49.396,68.604,141.829,77.050,80.213,42.838,58.108,41.742,
97,,44.788,102.792,113.669,30.754,123.192,47.617,88.750,22.313,78.004,40.608,11.163,41.079,97.228,72.904,94.883,67.446,101.704,37.629,36.046,66.667,43.730,32.498,36.100,85.871,37.225,47.563,101.100,90.567,78.533,74.183,96.450,29.296,67.887,64.592,63.058,40.313,141.725,34.200,43.075,67.779,25.100,132.175,110.013,75.313,74.808,50.858,64.671,137.804,88.175,82.954,40.592,57.404,36.163,
98,,45.138,116.483,113.508,22.946,120.797,64.013,95.742,26.513,73.913,44.608,31.469,41.067,80.103,71.533,93.683,68.275,97.238,38.996,32.404,81.067,39.648,46.978,22.100,77.133,36.396,55.108,87.813,102.083,63.679,76.558,97.729,26.233,70.054,58.796,51.442,36.792,125.100,38.621,43.183,63.704,23.883,117.146,102.192,80.225,74.367,49.050,67.696,143.250,104.667,114.717,38.867,59.446,39.150,
99,,47.479,114.283,124.858,29.604,116.042,65.429,96.533,22.204,68.513,66.813,38.054,40.469,48.299,72.208,96.300,83.304,95.463,37.529,32.942,82.033,32.804,41.909,32.600,77.044,35.350,57.917,71.433,93.392,62.158,74.313,85.800,43.092,76.792,55.004,53.142,41.438,133.363,46.017,44.217,84.679,25.238,113.100,98.654,72.446,69.646,44.667,66.767,150.871,112.867,151.913,41.396,56.329,37.808,
100,,41.713,118.296,126.808,41.160,139.100,58.196,126.808,36.804,73.533,71.746,29.156,35.983,63.783,78.900,105.004,86.488,99.421,42.083,34.717,87.558,60.237,47.934,37.500,77.772,35.642,62.704,114.029,101.085,57.554,77.071,82.592,38.200,78.692,60.275,56.663,43.721,132.088,52.754,43.796,83.217,29.929,112.625,94.746,61.504,84.600,46.846,69.692,140.917,110.354,204.338,46.963,52.092,41.800,
101,,49.167,129.321,120.538,35.223,139.817,66.729,142.529,33.721,69.725,74.413,43.613,27.496,65.033,83.838,103.923,103.883,106.333,35.625,26.275,88.175,50.276,41.164,37.600,71.325,30.383,77.475,126.908,89.842,62.567,72.038,77.158,25.879,80.479,59.483,56.729,52.908,126.942,47.608,41.900,82.554,24.950,100.929,92.388,65.967,80.554,43.929,82.792,125.454,104.388,167.221,46.813,53.354,42.292,
102,,59.254,114.888,119.908,31.050,133.750,66.542,141.100,35.231,72.188,54.596,48.554,18.700,92.238,66.310,102.229,103.390,104.192,38.196,29.258,64.642,44.601,25.617,30.500,69.613,45.992,62.063,148.842,86.871,55.846,71.679,83.250,28.325,72.079,66.875,50.183,50.904,127.842,49.671,42.325,85.233,24.308,107.838,96.408,62.163,85.325,45.254,87.442,141.221,112.250,137.767,51.833,51.900,38.600,
103,,55.804,112.660,105.042,32.921,134.021,64.892,148.092,34.567,64.363,59.354,36.413,31.746,109.185,78.221,103.790,113.775,96.369,44.188,32.763,73.521,42.852,29.971,32.100,67.804,52.638,65.883,152.617,83.254,57.613,80.708,85.204,31.621,77.313,73.104,45.954,44.708,125.838,49.367,43.029,86.721,27.771,101.246,102.742,58.096,85.083,40.817,93.429,147.567,114.596,124.725,52.679,51.025,37.417,
104,,46.892,111.579,108.317,27.750,128.904,64.917,148.517,32.188,70.604,58.585,16.773,42.742,122.476,78.892,98.354,101.071,100.079,35.354,30.258,80.483,43.461,20.821,38.000,63.117,52.029,77.750,149.271,85.042,58.254,81.894,98.758,32.138,94.879,76.950,59.063,38.858,132.750,47.988,39.067,96.933,28.146,97.929,113.383,65.721,83.417,43.954,95.942,131.775,104.046,109.225,54.067,44.329,34.975,
105,,60.354,113.675,97.750,26.129,118.208,74.313,141.863,37.854,58.142,67.658,28.379,34.050,126.219,65.792,116.279,101.504,84.840,35.379,42.392,77.658,49.408,29.700,40.200,60.704,40.454,79.154,141.163,85.200,58.300,82.500,106.188,27.171,126.158,83.125,59.371,41.183,140.175,44.054,53.763,93.913,31.925,92.829,112.975,59.650,80.092,43.617,101.263,130.442,105.750,114.338,54.633,47.483,35.971,
106,,53.133,125.694,98.517,41.117,121.992,81.900,138.946,27.496,68.698,52.863,51.990,31.292,111.410,63.692,103.788,109.346,93.796,32.750,53.908,101.321,66.463,40.054,43.700,60.129,33.867,78.129,130.144,96.925,57.238,83.250,107.046,28.404,120.550,76.019,70.488,35.846,155.125,49.058,62.196,80.433,31.992,82.250,105.754,52.629,69.433,38.825,101.742,119.521,103.413,107.221,47.375,47.529,39.496,
107,,56.029,122.529,95.150,37.792,121.883,89.046,138.308,19.646,67.958,38.154,49.113,30.883,95.683,58.925,103.779,116.494,102.692,32.163,67.388,93.646,65.466,33.992,40.200,63.317,34.508,78.204,108.993,111.988,58.109,85.542,108.883,30.054,105.146,71.025,58.565,40.604,153.371,51.592,61.558,84.300,32.192,88.667,99.858,54.196,72.742,40.821,97.888,115.675,109.333,102.954,48.733,47.346,38.971,
108,,53.708,118.200,100.450,38.096,126.208,82.767,124.754,28.754,64.529,63.452,49.985,23.646,115.592,52.700,127.813,111.150,95.217,32.115,61.704,96.333,66.556,30.375,39.400,63.250,40.904,64.733,107.679,116.988,56.554,88.275,95.983,36.988,92.750,68.054,50.344,44.183,146.992,40.017,58.450,83.413,37.792,96.067,101.771,47.217,74.796,44.188,90.925,124.171,103.317,101.654,50.417,45.033,39.158,
109,,58.542,114.271,95.469,41.982,128.250,84.421,114.079,35.404,69.250,64.617,66.908,25.608,103.663,58.679,135.113,124.529,86.617,39.227,41.484,94.292,66.263,32.771,48.000,70.708,51.396,61.104,114.508,130.621,53.429,100.458,101.038,33.579,86.325,64.175,54.261,46.192,140.429,48.704,61.438,81.717,44.075,105.675,102.296,49.508,68.958,44.196,85.988,124.942,96.875,107.979,43.733,48.304,39.842,
110,,48.675,109.150,90.375,43.593,135.875,76.667,109.629,31.267,75.588,72.592,60.321,37.238,101.022,52.279,137.304,112.533,83.081,44.738,61.646,92.604,64.255,27.171,46.700,64.263,37.730,77.079,112.179,161.263,60.075,120.946,100.338,34.408,81.121,61.340,49.385,44.092,137.983,43.692,59.967,88.142,45.371,104.304,105.600,50.158,71.583,48.750,87.863,123.642,96.171,115.321,47.129,52.146,40.879,
111,,48.021,97.150,98.246,36.804,135.838,78.063,102.096,28.483,67.608,55.002,57.621,60.013,105.920,48.275,135.483,104.475,93.846,41.004,64.773,109.213,67.248,28.583,45.000,62.892,36.000,73.800,109.733,191.842,69.150,129.217,104.954,39.063,72.667,61.646,46.363,44.342,117.596,50.338,63.079,103.746,50.117,110.621,103.863,58.113,70.100,45.529,84.683,133.183,87.579,148.383,46.275,49.492,44.150,
112,,50.329,103.654,94.221,32.346,136.340,81.825,115.754,19.708,66.463,53.983,79.221,55.725,120.425,49.635,145.467,87.142,79.593,40.233,60.921,112.142,67.470,33.108,59.700,63.600,60.533,63.813,98.573,192.117,62.763,124.175,106.821,35.558,67.317,69.846,45.838,39.554,117.771,38.938,66.733,118.363,59.713,105.088,108.038,61.138,82.679,50.163,95.138,125.367,85.167,156.558,48.163,47.588,42.433,
113,,48.104,111.008,76.792,40.917,126.638,100.396,105.429,17.608,64.942,60.696,68.635,67.304,96.258,62.983,134.683,78.342,91.057,40.221,66.275,107.613,73.707,37.496,50.900,61.150,80.416,52.775,89.304,179.769,72.021,120.221,110.808,37.075,77.067,71.663,46.221,40.038,117.338,41.571,53.450,138.592,73.550,99.704,114.354,49.154,72.725,57.383,99.596,120.271,90.988,152.629,51.592,46.421,40.038,
114,,55.613,123.863,69.196,37.925,117.475,98.542,106.304,16.027,65.217,56.717,100.638,76.646,110.654,94.939,125.265,79.472,121.648,42.071,60.871,106.619,73.712,46.547,57.400,62.454,79.129,56.271,101.196,193.436,87.479,108.317,113.792,32.979,74.250,79.254,41.450,40.763,130.792,47.946,47.325,142.383,68.813,97.421,126.350,48.992,75.867,54.029,107.796,121.267,88.594,146.471,58.746,47.538,39.579,
115,,46.938,130.113,72.263,32.046,122.496,105.483,107.813,35.575,65.263,53.371,96.410,93.800,116.248,105.271,136.083,78.208,113.883,39.898,53.604,107.229,76.375,45.400,50.600,63.258,78.046,63.654,156.227,174.839,100.746,107.898,112.571,38.800,66.354,78.113,42.350,46.638,133.867,44.221,52.342,119.879,60.588,92.808,141.904,46.738,83.075,54.354,123.517,128.246,92.025,157.983,71.671,50.704,37.117,
116,,45.887,117.454,75.913,40.050,147.379,107.354,111.823,45.990,64.933,63.629,71.888,90.983,120.725,111.760,134.846,85.388,106.371,50.956,51.517,99.256,70.415,48.446,48.800,67.550,67.079,65.088,163.550,164.429,93.054,114.021,103.808,42.683,61.463,81.758,45.842,52.192,131.258,51.338,56.979,109.071,54.567,95.575,170.608,52.938,78.800,53.363,118.871,131.321,91.042,150.883,70.838,50.467,38.100,
117,,54.779,97.967,79.196,41.767,161.475,107.683,113.213,56.888,78.321,54.675,96.775,84.542,119.317,106.554,126.946,64.496,100.243,56.346,54.421,89.071,73.230,65.454,48.700,70.517,65.908,75.163,140.596,159.321,84.125,124.104,92.663,50.167,61.821,79.329,42.963,45.088,125.546,54.846,51.488,99.975,52.529,94.342,167.283,54.158,64.304,47.642,104.038,132.942,94.942,150.171,71.375,46.238,45.246,
118,,43.863,82.100,85.950,36.021,160.575,98.650,108.621,47.446,114.071,66.246,96.887,102.758,123.396,102.929,127.015,59.696,90.390,65.733,46.067,90.696,46.036,60.546,45.200,68.104,65.717,75.596,139.425,183.488,88.248,124.244,90.760,61.117,59.067,78.133,46.217,57.999,125.325,53.000,54.954,88.904,53.371,94.121,192.075,52.738,78.567,53.667,101.438,129.921,97.771,132.108,77.025,48.408,42.633,
119,,45.054,108.008,94.067,38.143,157.963,100.133,108.467,48.750,109.967,74.070,105.050,97.833,127.435,92.971,117.721,66.921,99.746,63.758,37.567,78.994,77.757,57.867,46.200,66.675,71.742,82.633,122.425,194.100,84.313,103.198,88.863,60.083,64.167,72.346,54.213,54.588,122.838,60.388,49.900,85.442,57.871,91.100,181.450,64.833,79.242,46.783,98.025,125.229,112.800,131.442,82.596,48.150,50.971,
120,,48.042,127.754,98.696,39.038,149.008,94.879,96.779,55.583,106.768,78.433,117.504,100.198,113.679,99.154,112.535,81.542,89.863,89.858,40.869,76.856,66.947,59.100,50.900,67.417,80.804,85.175,102.602,185.433,88.717,102.008,102.967,59.404,47.479,72.204,57.423,54.454,137.479,70.313,62.817,81.113,60.817,90.721,154.454,66.025,69.796,52.175,92.288,115.713,115.504,118.629,87.092,54.850,44.879,
121,,52.129,133.675,111.052,44.754,154.533,78.946,83.963,48.279,106.242,86.921,125.663,95.579,123.454,93.813,116.454,82.146,86.454,97.108,50.266,95.246,60.954,55.804,54.500,86.025,78.950,82.029,99.831,177.288,98.250,96.838,87.296,71.004,66.292,72.071,52.854,54.817,154.513,85.100,68.396,77.554,64.788,88.313,136.842,65.363,63.783,50.800,87.988,124.108,104.742,110.442,90.583,63.288,44.313,
122,,49.752,140.071,108.800,44.575,160.471,102.638,87.650,53.746,115.083,83.371,122.679,116.950,113.842,114.504,109.148,73.725,91.375,89.542,35.501,87.771,58.799,60.033,79.300,79.225,75.108,78.402,104.929,168.417,100.108,105.913,90.490,64.258,71.450,63.904,52.242,46.833,147.471,83.696,67.413,74.200,54.288,81.800,135.821,59.442,71.304,55.117,79.483,116.293,86.267,104.246,111.321,78.521,43.413,
123,,47.360,155.925,102.238,41.408,157.813,94.188,99.708,46.156,105.867,81.813,104.092,137.448,116.675,105.200,104.242,92.842,81.254,90.996,28.635,83.658,61.566,60.333,77.600,80.696,71.733,94.933,95.783,142.269,112.550,101.750,90.408,61.833,70.250,63.488,54.163,49.371,131.629,92.200,59.621,74.125,61.383,82.600,130.238,53.875,78.308,52.563,81.800,109.050,96.121,101.408,115.250,75.167,47.621,
124,,47.442,181.950,84.271,33.954,153.100,97.292,115.492,63.733,114.471,88.196,106.225,127.900,127.158,104.446,97.450,84.823,85.921,87.025,38.483,87.613,65.275,60.498,73.500,95.904,74.313,100.138,98.063,140.067,119.904,113.183,91.304,53.888,86.817,59.213,63.563,49.338,128.521,86.488,62.271,85.604,59.204,88.883,119.933,59.200,89.971,55.608,79.571,108.225,84.954,101.175,98.538,75.383,48.146,
125,,57.825,205.979,87.113,42.729,148.992,100.167,124.288,57.179,110.300,81.038,109.408,120.517,127.152,115.731,88.317,92.613,102.519,61.975,47.754,101.267,59.495,51.967,71.900,107.767,75.983,101.450,100.696,141.671,121.601,100.092,94.690,54.867,76.179,62.300,75.967,61.525,117.298,81.725,61.171,84.283,54.663,88.846,115.400,56.742,97.546,60.842,80.129,118.013,95.813,101.350,105.538,71.008,54.404,
